schema_version,meta_response_set_id,canonical_annotation_id,stage,block_index,base_task_id,raw_condition,worker_id,field_name,choice_set_json,choice_code_set_json,response_state,field_applicability,contains_positive,contains_explicit_negative,response_conflict,response_timing_status,structural_na_reason,source_path,source_sha256
uncertainty_substrate_v1,9c8a68204bbf22bf|scope,9c8a68204bbf22bf,P1,0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,1,scope,"[""normal""]","[""normal""]",explicit_negative,applicable,false,true,false,post_task,,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69
uncertainty_substrate_v1,9c8a68204bbf22bf|difficulty,9c8a68204bbf22bf,P1,0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,1,difficulty,"[""trivial""]","[""trivial""]",explicit_negative,applicable,false,true,false,post_task,,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69
uncertainty_substrate_v1,9c8a68204bbf22bf|model_issue,9c8a68204bbf22bf,P1,0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,1,model_issue,[],[],not_evaluable,structural_not_applicable,false,false,false,not_time_locked,manual_or_nonsemi_has_no_model_proposal_issue_field,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69
uncertainty_substrate_v1,84b0461c974c6f08|scope,84b0461c974c6f08,P1,0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,10,scope,"[""normal""]","[""normal""]",explicit_negative,applicable,false,true,false,post_task,,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69
uncertainty_substrate_v1,84b0461c974c6f08|difficulty,84b0461c974c6f08,P1,0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,10,difficulty,"[""trivial""]","[""trivial""]",explicit_negative,applicable,false,true,false,post_task,,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69
uncertainty_substrate_v1,84b0461c974c6f08|model_issue,84b0461c974c6f08,P1,0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,10,model_issue,[],[],not_evaluable,structural_not_applicable,false,false,false,not_time_locked,manual_or_nonsemi_has_no_model_proposal_issue_field,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69
uncertainty_substrate_v1,b36f0dc2bb36d9b6|scope,b36f0dc2bb36d9b6,P1,0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,11,scope,"[""normal""]","[""normal""]",explicit_negative,applicable,false,true,false,post_task,,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69
uncertainty_substrate_v1,b36f0dc2bb36d9b6|difficulty,b36f0dc2bb36d9b6,P1,0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,11,difficulty,"[""trivial""]","[""trivial""]",explicit_negative,applicable,false,true,false,post_task,,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69
uncertainty_substrate_v1,b36f0dc2bb36d9b6|model_issue,b36f0dc2bb36d9b6,P1,0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,11,model_issue,[],[],not_evaluable,structural_not_applicable,false,false,false,not_time_locked,manual_or_nonsemi_has_no_model_proposal_issue_field,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69
uncertainty_substrate_v1,e43b14b1a0c01b0f|scope,e43b14b1a0c01b0f,P1,0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,12,scope,"[""normal""]","[""normal""]",explicit_negative,applicable,false,true,false,post_task,,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69
uncertainty_substrate_v1,e43b14b1a0c01b0f|difficulty,e43b14b1a0c01b0f,P1,0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,12,difficulty,"[""trivial""]","[""trivial""]",explicit_negative,applicable,false,true,false,post_task,,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69
uncertainty_substrate_v1,e43b14b1a0c01b0f|model_issue,e43b14b1a0c01b0f,P1,0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,12,model_issue,[],[],not_evaluable,structural_not_applicable,false,false,false,not_time_locked,manual_or_nonsemi_has_no_model_proposal_issue_field,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69
uncertainty_substrate_v1,a73527487e1ba30e|scope,a73527487e1ba30e,P1,0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,13,scope,"[""normal""]","[""normal""]",explicit_negative,applicable,false,true,false,post_task,,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69
uncertainty_substrate_v1,a73527487e1ba30e|difficulty,a73527487e1ba30e,P1,0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,13,difficulty,"[""trivial""]","[""trivial""]",explicit_negative,applicable,false,true,false,post_task,,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69
uncertainty_substrate_v1,a73527487e1ba30e|model_issue,a73527487e1ba30e,P1,0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,13,model_issue,[],[],not_evaluable,structural_not_applicable,false,false,false,not_time_locked,manual_or_nonsemi_has_no_model_proposal_issue_field,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69
uncertainty_substrate_v1,9bf982556e9845da|scope,9bf982556e9845da,P1,0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,14,scope,"[""normal""]","[""normal""]",explicit_negative,applicable,false,true,false,post_task,,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69
uncertainty_substrate_v1,9bf982556e9845da|difficulty,9bf982556e9845da,P1,0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,14,difficulty,"[""trivial""]","[""trivial""]",explicit_negative,applicable,false,true,false,post_task,,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69
uncertainty_substrate_v1,9bf982556e9845da|model_issue,9bf982556e9845da,P1,0,7y3sRwLe3Va_1410b021e1c14f529188eb026fbb369a,manual,14,model_issue,[],[],not_evaluable,structural_not_applicable,false,false,false,not_time_locked,manual_or_nonsemi_has_no_model_proposal_issue_field,analysis_results/prescreen_closeout_final_gold_v2_20260701/raw_inputs/project-28-at-2026-07-01-07-14-56a198ba.json,a40ea344c04cc6259c5841f40a427cc82fa44258916dee672b4a7599d2cf8c69
