path,size_bytes,sha256
ACTIVE_TIME_COMPUTABILITY_DESCRIPTIVE.csv,1673,5603e68cef355820f25df192db5d32bf9961c5bde4e6e2a3dd2e84eb1c84fdf3
ACTIVE_TIME_SOURCE_AUDIT.CSV,2745,11c4976ba50b5d8fa482d5ba66fe0fc3ceaf258fb846aa9539d5dd916001e081
ACTIVE_TIME_SUMMARY.CSV,1553,d6d106f3224ebdc9b98781f08726aeca2514592099c37708b5aa2c68504cb536
ACTIVE_TIME_TASK_METRICS.CSV,14796,4878a4f855798746296edd08253fa70723c0cfaf4a808ecd70c8e4b1769e9ac3
ACTIVE_TIME_TASK_WORKER.CSV,251682,45ca0f85af2602357472c6860558fb23d1e247fccd87a8f75104d5ac13c20510
ALL_IMAGE_INSTANCE_INDEX.csv,63302,3d7b0809bc52ef4ff103db421fa6c3833bd8a06419f97a6131171a25d2f11b8c
ALL_RECORDS_WITH_ORTHOGONAL_FLAGS.csv,3347621,4b4c5ddb8cad82a5334667f738804ca2b871a3e389fca598833783ba73f0d59d
ASSOCIATION_MATRIX.CSV,10267,cc7ea7dff7f1595d6a21e248a9a6c98fccf3d49566c75d58d52b0ec6fe1ccf1a
C1_ACTIVE_TIME_MISSINGNESS_AUDIT.csv,26734,908e9cfbb6d4835005cbb82e4d1f6855c2238fff6449cb150b2ae366a68cbad0
C1_CROWD_GT_CLUSTER_METRICS.CSV,50768,7f282bd2cf466401ac2c033fc19ae4f9e281ea8e94d411ff528e3374b357b2cf
C1_CROWD_GT_CONFLICT_TASKS.CSV,35009,5b3b9d4a2a41d8052734b1b5b02b9fa31b4467e6a6b056dd774b7f8e0132ff77
C1_K22_PREFIX_REPLAY.csv,8996750,91291c6b68806195d431b09a2aa7e5acebb4135259b1d5c3ee32f610f0d8a056
C1_K22_PREFIX_REPLAY_SUMMARY.csv,1483,c21bd4662cf1a7f45c0cbabe951cc0063e9f2e61ad5a475c6bb56b9b1fe40430
C1_WORKER_TASK_MODE_MEMBERSHIP.CSV,106050,a7f644fadc6770f4a20b06c502eaedeb193a1d03a1946e9b36196555d804ac89
C2_TERMINAL_RISK_EVIDENCE_240.csv,147715,733461f5506969eda9a92c2083feaebd7154b24d7081dc4aba632bad4b3c26cc
C2_TERMINAL_SUPPORT_BY_TASK.csv,4346,64022ba6477de37f11b268697baba3c10fa14db559340760eb3c4d5113d4a433
C2_TERMINAL_SUPPORT_DISTRIBUTION.csv,55,9582f8f1845a4c0fe04bc939e904c59616a54440d26cdad249b27a1404749bb7
C2终态支持分布.png,27946,496b6c5efeac14e69b7f3cb431c25ecb310eb660f42b79861713fd0512b6e627
CALCULATION_MODE_AUDIT.csv,1293,caa27076e6c1c2a580841a7279d0509f8a79eefa5f2c044ce4762eb2ce20cd81
COVERAGE_AUDIT.csv,996,6d9f7fc4043a5e97c871e2911a5699b53962b301be22a5dd53f07a4276e18b67
COVERAGE_GAP_COMPUTABILITY_AUDIT.csv,946,ff8ce669d28a379bc26c196d58895aa11f0271d4cf73792060a40c10ddbca3d8
CROSSED_TASK_WORKER_VARIANCE_COMPONENTS.csv,1085,088b625a5e487c68d7bb95542ac61433b767c91f6e4b2185a9061244c98f6a6d
CROWD_GT_101_GEOMETRIC_CAUSE_AUDIT.csv,86667,b89b0895b7628d9dd0e5a7a19a4143f964e1332b18cac8384893418b11e26f9c
CROWD_GT_GEOMETRIC_CAUSE_SUMMARY.csv,520,aba74bbe20a95354bc2edd6740fea2549343c0757ae312bdf8e30772818f8ba4
CURRENT_MANUAL_SEMI_UNCERTAINTY_SUMMARY.CSV,2142,f023ae0ebdc04cd14dda83e7735502f7d21b1b99567bef2b2d917760aa54bc4e
DATA_CATALOG.CSV,41733,6e95f1ac8e7e1f6087cf4780a2bffc65fe28bbcb8469d4df5de0a4d09f1c8b43
DATA_COVERAGE_BY_STAGE_MODE.CSV,1145,7397553a1c35f11e418614eed157abc2fed50ce2bb1cda62757aba284178480d
DEEP_MINING_ASSOCIATIONS.CSV,3244,d6d4fd423b638c1b0e7c4f0b2327cb3f8dd99a2bd115ac50da847c949f5e595e
DEEP_MINING_TASK_TABLE.CSV,31148,4ad0981dab673dce0f79a761d2f87e2df50b68c3d37a3d2d90c6e8cf2e6c07d6
DEEP_MINING_WORKER_AND_LEGACY_MECHANISM_TABLES.CSV,4493,1c372d44137c11eb7ac0c5ae276a50825599e2437c7ed24cf9fdfccb12440be4
DESCRIPTIVE_TASK_WORKER_MEAN_VARIANCES.csv,1029,db60fb8a5c2823b5b855117ed75c2640a520de51310e8f5b1bfc1fceb7cd0254
DIFFICULTY_PROXY_ASSOCIATIONS_BUILDING_CLUSTERED.csv,3985,fff35967faec0429a976ab51a1c3b1bf114a05f30e4afa56cf79114616b05725
DIFFICULTY_PROXY_COVERAGE.CSV,6201,e8340dcdf2bd69af651d10c3205259f54bd09e405737657b1d73dd709ed9bdbd
DIFFICULTY_PROXY_OUTCOME_JOIN_AUDIT.csv,2269,e687070c1296f2935b941127f748a0d2229498477f2032eb96ccf2220a143553
DIFFICULTY_PROXY_SUMMARY.CSV,632,51db11d016e5c0fbfd8ed7b9786b3e5b75eafe38f74bdf5413fcc380383d6c41
DUAL_ANNOTATOR_GEOMETRY_AND_GT_QUALITY.csv,14227,db48a60595cee59f4c701d1c55d5cb9985d5171f79723e7e81f9433b0632a057
DUAL_ANNOTATOR_GEOMETRY_SENSITIVITY_ALL.csv,34627,ceff88f38965c860e7dca854aaa8bb0015895b568e5eae0fea111756b87ae6a0
DUAL_ANNOTATOR_STAGE_SUMMARY.csv,519,1728eef542c4f1ed45861ac09ca284b35e30fe2aaca45c96cbcca1b8ee6f7192
EVENT_SEQUENCE_OBSERVED_FACT.csv,742516,dc2cb0148903dac8fe2c0e002b37d59f5ad03498c327c5e8ff4f2095a3e94065
EVENT_SESSION_INTEGRITY_SUMMARY.csv,760,84ebda508481a8070867c550784254bebdb521d28301029aab84bbf0a2b27b2b
EXCLUDED_RECORD_PEER_COMPARISONS_BY_REASON.csv,156917,bbed19f46af2281eb654ec0ce3b5f833213e7e62743842253b4829996af30a17
EXCLUDED_RECORD_PEER_SUMMARY_BY_REASON.csv,1507,8aecc85c41a541ed8091741acce92cf06a56135ea34e4aa193abdd7e41deda25
EXCLUDED_WORKER_PEER_COMPARISONS.CSV,84707,1887d7b7191cfb9637f39ea090b08224f5e440e79f9a035dd006949162e608b1
