path,exists,size_bytes,sha256
analysis_results/prescreen_closeout_final_gold_v2_20260701/prescreen_canonical_annotations.csv,True,899248,ac216312875fd79a72efe0141a4a5dc88c3b0618e9720efdffe4b30331f8776d
analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_annotations.csv,True,845213,c6160151a1be468d16f83bb4397e7d09f8e8d43a2ce8725d35bb19d5c1bea724
analysis_results/c2b_closeout_20260806_final/c2b_canonical_submissions.csv,True,257702,aa156f97c0b30d7aed26fb14ddf8af62c79f9b1a79222f9e135ef7b39974116d
analysis_results/c2a_rp_block1_reestimate_20260810_v1/c2a_rp_block1_canonical_submissions.csv,True,62622,5c297463dabe20e6c05dcd41d08f305bd5a98648cfb9d761543455f49574042b
analysis_results/c2a_rp_block2_reestimate_20260814_v1/c2a_rp_block2_canonical_submissions.csv,True,64242,ce541618ca9317e46c9c3d0d2edeb1d4c430ddff4d301de69795f0acd8df9eb2
analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/c1_canonical_geometry.jsonl,True,1891449,d3054e9c1fb9869a8a0a7ad114de16e6c30952ab4948261cfac58df25ef82799
analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_pairwise_similarity_C1.csv,True,3115238,997860626fdf50ea5667986a8f04df0183c8f78f617c49fd5682394c7092f1a7
analysis_results/c1_formal_audit_20260802_v16_final/c1_formal_audit_20260802_7fcacc5c2d6c_bf5def46_6bc67c03/geometry_task_crowd_structure_C1.csv,True,103147,5aa04db57efd9606a27d94d7718a62df52302854d5bc5de7d89d5edca0c2f090
analysis_results/annotation_uncertainty_manual_semi_20260820_v2/TASK_METRICS.csv,True,21281,4f0173413db3699f95907325f97d619bbaf4043984f7f3bba3a61d3bb12213fa
analysis_results/annotation_uncertainty_manual_semi_20260820_v2/POPULATION_SENSITIVITY.csv,True,18907,1663c324bf6a0ca1eccdf56b1f563d9898f64e8402eed37ca6af25e0b467cca6
analysis_results/annotation_uncertainty_manual_semi_20260820_v2/ROW_INCLUSION_CLASSIFICATION.csv,True,994404,426d404bb010477a8987452e1375f86bfaf8d1f7d807cadd4fd29d68025dd40b
analysis_results/annotation_uncertainty_manual_semi_20260820_v2/ACTIVE_TIME_TASK_WORKER.csv,True,242594,370b38371c99ddf2b62bd49a862fb52580e32e7d2adedc78cb0fed56f566ba85
analysis_results/paper_a_data_mining_package_20260820_v1/curated/raw_annotation_fact.csv,True,24647192,ebb2a89181479188a9ee289c389369e5f4f743e27c927b197dd8d11d01d84415
analysis_results/paper_a_data_mining_package_20260820_v1/curated/semi_review_fact.csv,True,579521,bd9523c917aada4a4026a7cf49ab28ba7d9b5199c6f72ebdb610c2d1a92390cf
analysis_results/persistent_disagreement_diagnostic_20260819_v1/PERSISTENT_DISAGREEMENT_TASKS.csv,True,226295,ca0e88c2e842e86a067cb661118c648099a47b3257aa9e0a7a84a4e41047b140
analysis_results/persistent_disagreement_diagnostic_20260819_v1/PERSISTENT_DISAGREEMENT_THRESHOLD_ROBUSTNESS.csv,True,51532,bcf73570003e17e6907afd5bdceedac6622d432bc88a85469c0a8005482d0065
analysis_results/calibration_dual_track_processing_20260815_v3/task_feature_matrix.csv,True,62203,c46370d048fe848779043b6c40867929d86f8b7d068fd3a13f37efea8f3c638a
analysis_results/annotation_uncertainty_manual_semi_20260820_v2/QUALITY_AUXILIARY.csv,True,5239,28efd019bc26e23518b3c725ef0f7f3d15ecf569f53849a754754e1207536e92
analysis_results/annotation_uncertainty_manual_semi_20260820_v2/POPULATION_TASK_METRICS.csv,True,103544,43e62ba9b90f38eaf71a28fade70d452b66f0d22f94a54488ef0768084d496ba
