path,size_bytes,sha256
ALL_IMAGE_INSTANCE_INDEX.csv,63299,42c5ee55cef48655590b3ea60089e6b0dc4a5590dc8174b8de3bccd0ab2508c2
ALL_RECORDS_WITH_ORTHOGONAL_FLAGS.csv,3189567,c4e29f92115422f780792b0e10e08668162b7c05847c195b4dab4eef89832931
CROWD_GT_101_GEOMETRIC_CAUSE_AUDIT.csv,82394,5e02f7cfcc7fa8d55663bea0eb7297bad5db44a4d95befcdd693650926ee7e60
CROWD_GT_CAUSE_COUNTS.png,96642,edd0fd22453c1eb455f30b0471fa91754f727599d1b215807b53635a9ecee2e4
CROWD_GT_GEOMETRIC_CAUSE_SUMMARY.csv,517,0a4789500e2b5dafec4fafa7f9e30d8e4f27c23383e14f91ea9f434373ea8786
DATA_DICTIONARY_ZH_V4.csv,8903,b87a6bb534719400ebe5c84e1d338bbe80992f2c81d8073fc5871ad2054e6101
DIFFICULTY_PROXY_22_REJOINED_TO_CURRENT_OUTCOME.csv,8011,5dcae7bac91d9eec7ac9fce0042cf627b61c58212a7c6da4f1efcf0e0179e3f4
DUAL_ANNOTATOR_GEOMETRY_SENSITIVITY_ALL.csv,27068,c41cc9c0f657a109c63dd79123c605debe11218ce6f71205956750a02b8dc675
DUAL_ANNOTATOR_RMSE.png,40918,f2f49e7ad24618d7696ef54166457294952467e551436fc9938556be4ddadc99
DUAL_ANNOTATOR_STAGE_SUMMARY.csv,379,0f0f6723a7559f47fd067da93b203a1a9d1ac0231e2d55b45d5d16f82bc4b532
EXCLUDED_RECORD_PEER_COMPARISONS_BY_REASON.csv,152721,299137609d4d5c989c4e0afb1463dce811c1b89ef9e67ba4cce32b27fbe7030d
EXCLUDED_RECORD_PEER_SUMMARY_BY_REASON.csv,1504,b208c827c04aa9263e65693e14c08bc7e7f12a833c3247783a00a03beb5fcde0
EXCLUSION_REASON_COUNTS.png,93437,50c9813fd6329f27788629449120a3d59f595d782745ef52c7b46fe7f5df5900
EXCLUSION_REASON_OUTCOME_SUMMARY.csv,5287,b0daad54d28dd927932ed30a16822e74222f75b103f45b3ace52d1c5a141d960
EXCLUSION_REASON_OVERLAPS.csv,6927,127fbf5fe9b7fe9aa6bd3b87d6ea07423f9303da309b80c165cb01efb9ef6dce
EXCLUSION_REASON_SUMMARY.csv,1897,91a1b24fd798961312c606425181bf2d98be01e99155deff4b55ab37ae52457a
FUTURE_FROZEN_FIELD_PLAN.csv,937,086569aa40e8edce6f70963027dd8062926fe87061e7e6e000b7ef3852d43d59
IMAGE_AVAILABILITY_SUMMARY.csv,230,27dd9163fea0e30dae8a4538c4db7ee42ab64e44e10f1cc55d902af4ceb13c40
INPUT_PROVENANCE_V4.csv,3219,45a3a35775e2a96fe2bbbf8210ba759b927569f67fc1e91403b0de7b0c27640d
OBJECTIVE_FINDINGS_REVIEWED.csv,3219,67d8566bee4ffc4615bd3f44bf1ba492bb17707732eb6edb69b2484354e8d75f
OUT_OF_TASK_AND_NONSELECTED_ROWS.csv,200988,3b67a3f8bb3be51fd3eb47d9210254fbf04d38f54f6ed41b85453fc17b42682c
OUT_OF_TASK_SUMMARY.csv,482,c537534c97fa6f776ee5e9bc21fe8a3878cc6184a87a72d0a89338e9fd3295c6
PAPER_A_ADVISOR_OBJECTIVE_FINDINGS_ZH_V4.md,14470,5220c87cb9e0976536f3e2f84fbcc19bcde13e2782854f766d5fa72ae9539467
PAPER_A_REVIEWED_EVIDENCE_APPENDIX_ZH_V4.md,599496,9297cfe1af8a666eaf0635038f4cf151b43b663ff5bd34b8060e0c898682b973
Paper_A_复核证据附录_20260821_v4.docx,279269,37eedf0e674abf4f022472ff18720c29f2f8627725ca57f8ec62acb9764de5ca
Paper_A_完整数据整理与分析工作簿_20260821_v4.xlsx,5244215,8cfda3a41a20f1e0d165d09cd6a520a7503e4407e8bf484720f36e2f4bfbdadc
Paper_A_导师版客观发现与不确定性分析_20260821_v4.docx,262176,6c05ddfc7d46add4eba66218b14055f91b80b5380913736116fd2068fbd99220
PROPOSAL_EDIT_RATE_VS_UNCERTAINTY.png,94410,d154682aab18143ed00a9fbccae6f41c364b6e66c6e9a437777e1f67fd7c9839
PROPOSAL_POSTTREATMENT_CORRELATIONS.csv,1130,0f5cf8d16b1fbb14cd714dfdc574e8dba5b0928c47616de4c4c0124ef7903d72
PROPOSAL_STAGE_METRIC_CHANGE_SUMMARY.csv,512,cd4753a0decc19499a379eeb727758800eafb161ab6c63b530005b5d105a5c84
PROPOSAL_TASK_ANCHORING_AND_DISCOVERY.csv,16988,72a83f6ddbd90f26240f09a28cc5531ce85a4ac303b50aac7548892f8d2be414
RAW_ANNOTATION_LEDGER_ALL_2513.csv,25440621,effd147dd9e772f22d38581192504909236a91046c315e11b8ff4798b523ee9a
RAW_ONLY_TO_SELECTED_CONTEXT_CROSSWALK.csv,106833,ca9981a6403617cf3605b59b1db5256bf440e10b3c059464c37642438e202f3b
REMOTE_DELIVERY_INDEX.md,517,5da989b9d6ac5df8965c5150b4fa0d593f8b17f400c888bc8f6fee58331fcf07
SEMI_25_CONVERGENCE_EXPANSION.png,183289,2a0e0a99b0c37ac125ec9853eb9db877e9e0be1b7db95b39ff2d4ae267cee6e0
SEMI_25_CONVERGENCE_EXPANSION_ALL_IMAGES.csv,21140,93e93291f3c5329a3bdd337d52a03b8f0dc34dc81e6ca36f7d6e485848ec0ae9
SUPERSESSION_NOTICE.md,216,3cc82ba99a101ce2a7cc7e93cc8c449369785ddec0c594b80fe471916cc4cb09
TAG_BEHAVIOR_ALL_CASES.csv,560361,2185359988ea729fb2f72d1d7eebfae196bc5ab56b1cd31f5219f344de062646
TAG_BEHAVIOR_ALL_SEMI_ROWS.csv,920317,fa6dfa1224fbf0f897b576d1ca6c16b7efff15a1bcf983d97cedd6aa51d26ad5
TAG_BEHAVIOR_CASE_COUNTS.png,102756,1266b078e3c3ccafdfd6206ec0d71a328a52d880eaf7bfd7602a57f87e3665bb
TAG_BEHAVIOR_CASE_SUMMARY.csv,1494,22a799c125d16e670733f5713734ddfd1bc0ad6c7c5e4b04ecfb5035a31928ae
TIME_MEASUREMENT_RECORD_AUDIT.csv,3189567,c4e29f92115422f780792b0e10e08668162b7c05847c195b4dab4eef89832931
TIME_MEASUREMENT_SOURCE_SUMMARY.csv,1363,0362e8a867b61f7a23de0962cb82a4da7811470afde69e16d15e788d3de8d2c1
VALIDATION_SUMMARY.json,1169,7d643fec3ab5792dfb41d5ddd6ae3f610ee79369adf2ca55783ff5843f7cff27
WORKER_VIEWPOINT_QUALITY_TIME_INTEGRATED.csv,8033,f293e352bf3c992fb0bcd6bbbd2893f0b9b60e5497c2f18017cdd39ccc9bc22d
