path,size_bytes,sha256
ACTIVE_TIME_STAGE_MODE.png,62737,62403a569a6d592b546de6e8a4fce5d37ccdd90cacfb5cb16f9f9db4fd3b2509
C1_CROWD_GT_CLUSTER_METRICS.csv,46806,731216f495fd14b6292c20011ca4f783ce083c49e61626d711ac898ca9675ab1
C1_CROWD_GT_CONFLICT_TASKS.csv,29406,5bc13b699c84301671ebc6cfcfe47620bce314b800725a6a519a1d9e18cd86ff
C1_WORKER_TASK_MODE_MEMBERSHIP.csv,98810,f54293d41cad187eb8285fd106a26b71ab911e34cfab703d89e203204b91136b
CURRENT_MANUAL_SEMI_UNCERTAINTY_SUMMARY.csv,1887,1e7b4e07a9e24d22d5d54c7b2b9aa9696be1014ef3652f35c301be1ecc6f8b5d
DATA_COVERAGE_BY_STAGE_MODE.csv,1172,1ab1ae1489ca0845ca21f5220f1f0bf3f04089798e0ae95920d916fa039f9c91
DATA_DICTIONARY_ZH.csv,3163,5e2b5c6fcd6ab0949374ff6ee8e4d8dac7eba60dbb82b201b0d1faead578719f
DEEP_MINING_ASSOCIATIONS.csv,2393,dd1cb283e7aedf42fbb2784a342fdd63b52ea7e8f8c0dfa34592b6414e912741
DEEP_MINING_TASK_TABLE.csv,30025,de405fa8d493b41c5d003417fa16ef01487cc0e3d61c2b359b9efd4e52234fd1
DEEP_MINING_WORKER_AND_MECHANISM_TABLES.csv,4132,f3aaa604655d9687b54e0a4552763829084395c63ecf95ff75d188b39b825bb4
FULL_UNCERTAINTY_DATA_REPORT_ZH.md,159603,6f8c09628333677d2abdbc4e59abe95b1903c51fccc696f3a387ab5240d3afc6
GEOMETRY_PAIRWISE_DISPERSION_ALL_STAGES.csv,3158249,a51d3b3706bc15983f465f9c92ce37e2ed1887b9f5eabe0cad2e211a5597bd14
GEOMETRY_TASK_UNCERTAINTY_ALL_STAGES.csv,72332,9d7e54eb3cce475000c7f021725c27e1fd260b47f34e88b1ed7d549969573fc5
GEOMETRY_UNCERTAINTY_BY_STAGE.png,46598,73f05bf6ea5f0b4d4ed49b5daa73c314ec7a72315f83faa37b5a5f7c65501312
INPUT_PROVENANCE.csv,2739,c463082bd19a57f2100dcc6bf0609be9460f86c3b6932d3f31d2719590d7e4e2
META_LABEL_TASK_UNCERTAINTY.csv,197813,a651e32f35e50d30c490fe33e0eb7ed083eff02cc5471e099ceacc722b131cc7
PERSISTENT_DISAGREEMENT_CATALOG.csv,227639,6cb2354abd1fd870afac96ea6babf9f403cfba75f263c1cccba4a11603c4bf44
RARE_MODE_DETECTION_PROBABILITY.csv,4092,d41c9aea435bd2340514499f5e3f158536289caa9d869f71799c16e3085ac884
RAW_META_LABEL_RESPONSE_LONG.csv,1987858,a8bf893a7ef3b45c5b150492b1f02af50df9faae70d28efb129bacc8c8d796fd
RAW_META_LABEL_RESPONSE_SETS.csv,1228491,ee973edde91ef8f9e25bc37cca788690648b910792aba341e899e5e2727c580c
RUN_SUMMARY.json,595,f9c2c7407d9118086f3bce77ee4e7d4e16e2a10e14e92738008217c2775ea747
SEMI_DATA_PRECISION_PROJECTION.csv,9523,8a52edac14f649fc3425cf9fed8d3cf3a52ade15f8fbdd267126cfcff831934d
SEMI_PRECISION_PROJECTION.png,71391,a92242d278e757c6d3a18d2f74f2a03058abb82c15e8330a23ddd32d590aeb03
TASK_CASE_CATALOG.csv,88219,8eb13a90cafd8e29dd370589ff4fe25f84412453aaac49af1487b546b812243f
TIME_ACTIVE_LEAD_RELATION.csv,1397,669b1e1dc66aae0fd23f3dbd67bcb4011d563e9fbc028058dd2a2fe0dbd1af5c
TIME_MANUAL_SEMI_TASK_PAIRS.csv,3724,7784ac01321baffdb94bd01e7c38414317136bb4b3465606cdd89bb8a5b32dee
TIME_OUTLIERS_AND_MODELS.csv,29407,aa0b49edaaa6785f93d94ac4148d3082efdd3e5c595eb0ed24a9ed726b4f2a75
TIME_STAGE_MODE_SUMMARY.csv,3064,bad616d4bc165357917f7866c6cc9b7a97098fadf0352848993f00c6f082cc9e
TIME_SUBMISSION_EVIDENCE.csv,1918084,f3f3acb41ac9af5edb8bc5c6a2b5184c11073af0e1d75b8cb8e23c13db28e307
UNIFIED_SUBMISSION_EVIDENCE.csv,1773736,02c386cdb29db5db338b5df4888133a83006cbf69269fe80bc90811291c6a37e
WORKER_VIEWPOINT_COTENDENCY.csv,24266,8a61db8eed8836c3659bd1cdbb1c9a85c0e36163d420485e0ff5446e9df9abaf
WORKER_VIEWPOINT_STABILITY.csv,3548,4ecac5d8ea25e1dfa39a65e903350b2971aef51d6205ad63fc368c9f24d3bbff
WORKER_VIEWPOINT_TESTS_AND_EXCLUDED.csv,1001,6bccac842af0831d7153a7ead61401860147e9a557fb2161ef7b1b7a3a2fc10d
